,gender,age,city,state,order_id,payment,order_date,delivery_date,price_per_unit,Sales_Quantity,total_price,product_type,product_name,size,colour,price,Products_Quantity,month,day
818,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,119,3,357,Jacket,Trench Coat,M,indigo,112,42,May,Sunday
819,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,94,1,94,Trousers,Cords,M,red,113,68,May,Sunday
820,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,119,2,238,Jacket,Trench Coat,L,green,112,73,May,Sunday
821,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,105,3,315,Trousers,Pleated,L,indigo,90,73,May,Sunday
822,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,105,2,210,Shirt,Cuban Collar,L,yellow,93,77,May,Sunday
823,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,98,2,196,Shirt,Camp Collared,XL,yellow,112,44,May,Sunday
824,Genderfluid,70,West Isabelton,Queensland,790,46050,2021-05-16,2021-05-27,106,3,318,Trousers,Wool,L,violet,111,61,May,Sunday
825,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,90,2,180,Trousers,Relaxed Leg,XL,yellow,95,54,July,Sunday
826,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,109,2,218,Jacket,Peacoat,M,orange,102,47,July,Sunday
827,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,94,1,94,Shirt,Henley,XL,yellow,92,55,July,Sunday
828,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,118,1,118,Jacket,Puffer,XL,blue,110,80,July,Sunday
829,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,117,1,117,Jacket,Shearling,L,orange,95,58,July,Sunday
830,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,93,1,93,Jacket,Coach,XS,red,115,71,July,Sunday
831,Bigender,28,Lake Abigailhaven,Western Australia,265,40896,2021-07-04,2021-07-29,118,1,118,Jacket,Puffer,M,orange,110,61,July,Sunday
832,Bigender,28,Lake Abigailhaven,Western Australia,911,58886,2021-08-23,2021-09-06,97,1,97,Trousers,Slim-Fit,XL,violet,119,48,August,Monday
833,Bigender,28,Lake Abigailhaven,Western Australia,911,58886,2021-08-23,2021-09-06,94,2,188,Shirt,Henley,M,blue,92,42,August,Monday
834,Bigender,28,Lake Abigailhaven,Western Australia,911,58886,2021-08-23,2021-09-06,96,1,96,Trousers,Drawstring,XS,orange,104,41,August,Monday
835,Bigender,28,Lake Abigailhaven,Western Australia,911,58886,2021-08-23,2021-09-06,118,1,118,Shirt,Flannel,M,green,96,66,August,Monday
836,Bigender,28,Lake Abigailhaven,Western Australia,916,31001,2021-10-12,2021-10-19,94,1,94,Trousers,Cords,XL,indigo,113,70,October,Tuesday
837,Bigender,28,Lake Abigailhaven,Western Australia,916,31001,2021-10-12,2021-10-19,109,1,109,Shirt,Mandarin Collar,XL,orange,108,59,October,Tuesday
838,Bigender,28,Lake Abigailhaven,Western Australia,916,31001,2021-10-12,2021-10-19,92,1,92,Shirt,Denim,L,yellow,115,75,October,Tuesday
839,Agender,76,Grimesstad,Northern Territory,245,49443,2021-05-06,2021-05-10,93,3,279,Trousers,Joggers,XL,orange,94,44,May,Thursday
840,Agender,76,Grimesstad,Northern Territory,245,49443,2021-05-06,2021-05-10,93,2,186,Jacket,Coach,XS,indigo,115,42,May,Thursday
841,Agender,76,Grimesstad,Northern Territory,245,49443,2021-05-06,2021-05-10,118,3,354,Jacket,Puffer,M,green,110,72,May,Thursday
842,Agender,76,Grimesstad,Northern Territory,245,49443,2021-05-06,2021-05-10,93,2,186,Trousers,Joggers,XS,red,94,65,May,Thursday
843,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,109,3,327,Jacket,Peacoat,XL,green,102,68,January,Wednesday
844,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,107,1,107,Jacket,Denim,XS,orange,92,60,January,Wednesday
845,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,93,2,186,Trousers,Joggers,L,green,94,43,January,Wednesday
846,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,112,3,336,Jacket,Cardigan,L,blue,118,68,January,Wednesday
847,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,94,1,94,Shirt,Henley,XS,red,92,62,January,Wednesday
848,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,98,1,98,Jacket,Leather,XL,indigo,113,52,January,Wednesday
849,Female,63,East Mason,Tasmania,504,57782,2021-01-13,2021-02-08,115,3,345,Trousers,Cropped,S,red,99,47,January,Wednesday
850,Genderfluid,72,West Baileyville,New South Wales,54,13681,2021-04-25,2021-05-17,113,2,226,Trousers,Chinos,L,red,100,44,April,Sunday
851,Genderfluid,72,West Baileyville,New South Wales,54,13681,2021-04-25,2021-05-17,97,2,194,Trousers,Slim-Fit,XL,indigo,119,66,April,Sunday
852,Genderfluid,72,West Baileyville,New South Wales,54,13681,2021-04-25,2021-05-17,95,1,95,Shirt,Polo,L,blue,117,77,April,Sunday
853,Genderfluid,72,West Baileyville,New South Wales,54,13681,2021-04-25,2021-05-17,102,2,204,Jacket,Windbreaker,M,blue,109,70,April,Sunday
854,Genderqueer,25,New Ava,South Australia,518,28347,2021-06-03,2021-06-18,98,2,196,Shirt,Camp Collared,XL,blue,112,51,June,Thursday
855,Genderqueer,25,New Ava,South Australia,518,28347,2021-06-03,2021-06-18,91,2,182,Jacket,Pullover,S,yellow,114,42,June,Thursday
856,Genderqueer,25,New Ava,South Australia,518,28347,2021-06-03,2021-06-18,117,1,117,Jacket,Shearling,S,yellow,95,48,June,Thursday
857,Genderqueer,25,New Ava,South Australia,518,28347,2021-06-03,2021-06-18,96,3,288,Trousers,Drawstring,XL,blue,104,60,June,Thursday
858,Genderqueer,25,New Ava,South Australia,518,28347,2021-06-03,2021-06-18,109,3,327,Jacket,Peacoat,XS,orange,102,78,June,Thursday
859,Genderqueer,66,Gardenchester,Victoria,761,52629,2021-10-03,2021-10-25,105,3,315,Trousers,Pleated,S,yellow,90,71,October,Sunday
860,Genderqueer,66,Gardenchester,Victoria,761,52629,2021-10-03,2021-10-25,102,1,102,Jacket,Windbreaker,XS,green,109,57,October,Sunday
861,Genderqueer,65,Lake Declanland,South Australia,326,15380,2021-06-22,2021-07-01,119,2,238,Shirt,Casual Slim Fit,XS,orange,113,43,June,Tuesday
862,Genderqueer,65,Lake Declanland,South Australia,326,15380,2021-06-22,2021-07-01,98,1,98,Jacket,Leather,XS,indigo,113,78,June,Tuesday
863,Genderqueer,65,Lake Declanland,South Australia,326,15380,2021-06-22,2021-07-01,113,3,339,Jacket,Parka,XS,violet,119,59,June,Tuesday
864,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,118,3,354,Shirt,Flannel,XL,yellow,96,72,October,Wednesday
865,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,102,3,306,Jacket,Windbreaker,XL,indigo,109,60,October,Wednesday
866,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,119,1,119,Jacket,Trench Coat,XS,green,112,62,October,Wednesday
867,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,91,2,182,Jacket,Pullover,L,green,114,72,October,Wednesday
868,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,94,3,282,Trousers,Cords,L,yellow,113,62,October,Wednesday
869,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,105,1,105,Trousers,Pleated,L,yellow,90,62,October,Wednesday
870,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,113,2,226,Trousers,Chinos,M,orange,100,73,October,Wednesday
871,Polygender,58,Joelmouth,Australian Capital Territory,288,36160,2021-10-13,2021-10-16,119,1,119,Shirt,Casual Slim Fit,XS,yellow,113,63,October,Wednesday
872,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,94,3,282,Trousers,Cords,L,violet,113,74,May,Sunday
873,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,98,2,196,Shirt,Camp Collared,XS,blue,112,47,May,Sunday
874,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,102,3,306,Trousers,Cargo Pants,L,red,106,61,May,Sunday
875,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,107,2,214,Jacket,Denim,XL,green,92,59,May,Sunday
876,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,113,1,113,Jacket,Parka,M,indigo,119,66,May,Sunday
877,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,105,2,210,Trousers,Pleated,XL,yellow,90,52,May,Sunday
878,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,95,1,95,Shirt,Polo,S,indigo,117,50,May,Sunday
879,Polygender,58,Joelmouth,Australian Capital Territory,658,42131,2021-05-23,2021-06-05,104,1,104,Shirt,Dress,M,orange,119,53,May,Sunday
880,Non-binary,30,Lake Elijah,Australian Capital Territory,537,10838,2021-02-14,2021-03-13,90,3,270,Trousers,Relaxed Leg,M,orange,95,74,February,Sunday
881,Non-binary,30,Lake Elijah,Australian Capital Territory,537,10838,2021-02-14,2021-03-13,112,3,336,Trousers,Tracksuit Bottoms,L,blue,91,72,February,Sunday
882,Non-binary,30,Lake Elijah,Australian Capital Territory,537,10838,2021-02-14,2021-03-13,112,3,336,Trousers,Tracksuit Bottoms,M,orange,91,47,February,Sunday
883,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,106,2,212,Shirt,Chambray,M,orange,105,43,October,Friday
884,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,118,3,354,Shirt,Flannel,XS,indigo,96,46,October,Friday
885,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,91,2,182,Jacket,Pullover,XS,violet,114,61,October,Friday
886,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,117,1,117,Jacket,Shearling,XS,violet,95,75,October,Friday
887,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,112,2,224,Trousers,Tracksuit Bottoms,XL,blue,91,68,October,Friday
888,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,109,2,218,Jacket,Peacoat,L,green,102,73,October,Friday
889,Female,60,East Jakeberg,New South Wales,13,57810,2021-10-15,2021-10-31,92,3,276,Shirt,Denim,XL,orange,115,67,October,Friday
890,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,96,2,192,Shirt,Oxford Cloth,XL,green,114,42,August,Thursday
891,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,106,2,212,Shirt,Chambray,S,green,105,63,August,Thursday
892,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,99,1,99,Trousers,High-Waisted,L,red,98,52,August,Thursday
893,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,119,1,119,Jacket,Trench Coat,XS,violet,112,64,August,Thursday
894,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,96,2,192,Shirt,Oxford Cloth,M,red,114,54,August,Thursday
895,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,109,2,218,Jacket,Peacoat,S,indigo,102,49,August,Thursday
896,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,113,3,339,Jacket,Parka,XL,green,119,55,August,Thursday
897,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,96,2,192,Trousers,Drawstring,M,yellow,104,55,August,Thursday
898,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,93,2,186,Trousers,Joggers,L,red,94,63,August,Thursday
899,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,August,Thursday
900,Polygender,66,South Clairetown,Queensland,28,29968,2021-08-19,2021-09-04,91,2,182,Jacket,Pullover,L,violet,114,78,August,Thursday
901,Polygender,66,South Clairetown,Queensland,199,58054,2021-05-17,2021-05-18,118,2,236,Shirt,Flannel,L,orange,96,59,May,Monday
902,Polygender,66,South Clairetown,Queensland,199,58054,2021-05-17,2021-05-18,93,3,279,Trousers,Joggers,M,orange,94,52,May,Monday
903,Polygender,66,South Clairetown,Queensland,199,58054,2021-05-17,2021-05-18,93,3,279,Jacket,Coach,XS,indigo,115,42,May,Monday
904,Polygender,66,South Clairetown,Queensland,199,58054,2021-05-17,2021-05-18,95,3,285,Shirt,Polo,XL,red,117,76,May,Monday
905,Polygender,66,South Clairetown,Queensland,390,57651,2021-01-20,2021-01-24,115,3,345,Trousers,Cropped,S,green,99,71,January,Wednesday
906,Polygender,66,South Clairetown,Queensland,390,57651,2021-01-20,2021-01-24,119,3,357,Shirt,Casual Slim Fit,XS,blue,113,55,January,Wednesday
907,Polygender,66,South Clairetown,Queensland,390,57651,2021-01-20,2021-01-24,113,2,226,Jacket,Parka,XS,blue,119,67,January,Wednesday
908,Polygender,66,South Clairetown,Queensland,409,15453,2021-05-03,2021-05-11,91,2,182,Jacket,Pullover,M,red,114,55,May,Monday
909,Polygender,66,South Clairetown,Queensland,409,15453,2021-05-03,2021-05-11,100,3,300,Jacket,Bomber,XL,green,90,79,May,Monday
910,Polygender,66,South Clairetown,Queensland,409,15453,2021-05-03,2021-05-11,102,2,204,Trousers,Cargo Pants,S,blue,106,63,May,Monday
911,Polygender,66,South Clairetown,Queensland,409,15453,2021-05-03,2021-05-11,95,3,285,Shirt,Polo,XL,violet,117,79,May,Monday
912,Polygender,66,South Clairetown,Queensland,409,15453,2021-05-03,2021-05-11,112,3,336,Trousers,Tracksuit Bottoms,XS,orange,91,57,May,Monday
913,Genderqueer,56,Elijahburgh,Queensland,296,47076,2021-10-22,2021-10-25,118,1,118,Shirt,Flannel,XS,violet,96,72,October,Friday
914,Genderqueer,56,Elijahburgh,Queensland,296,47076,2021-10-22,2021-10-25,104,2,208,Shirt,Dress,XL,yellow,119,75,October,Friday
915,Genderqueer,56,Elijahburgh,Queensland,296,47076,2021-10-22,2021-10-25,118,3,354,Jacket,Puffer,S,yellow,110,48,October,Friday
916,Genderqueer,56,Elijahburgh,Queensland,296,47076,2021-10-22,2021-10-25,118,3,354,Shirt,Flannel,L,violet,96,76,October,Friday
917,Genderqueer,56,Elijahburgh,Queensland,296,47076,2021-10-22,2021-10-25,109,2,218,Shirt,Mandarin Collar,L,indigo,108,53,October,Friday
918,Genderqueer,56,Elijahburgh,Queensland,644,52925,2021-03-13,2021-03-22,107,2,214,Jacket,Denim,XL,violet,92,63,March,Saturday
919,Genderqueer,56,Elijahburgh,Queensland,644,52925,2021-03-13,2021-03-22,91,3,273,Shirt,Linen,M,indigo,116,72,March,Saturday
920,Genderqueer,56,Elijahburgh,Queensland,644,52925,2021-03-13,2021-03-22,96,2,192,Shirt,Oxford Cloth,S,red,114,53,March,Saturday
921,Genderqueer,56,Elijahburgh,Queensland,644,52925,2021-03-13,2021-03-22,97,3,291,Trousers,Slim-Fit,M,yellow,119,55,March,Saturday
922,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,119,1,119,Jacket,Trench Coat,XL,indigo,112,64,July,Friday
923,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,102,1,102,Jacket,Windbreaker,M,yellow,109,52,July,Friday
924,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,93,2,186,Jacket,Coach,S,violet,115,74,July,Friday
925,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,112,1,112,Trousers,Tracksuit Bottoms,XL,orange,91,42,July,Friday
926,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,105,2,210,Shirt,Cuban Collar,S,violet,93,43,July,Friday
927,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,90,3,270,Trousers,Relaxed Leg,S,yellow,95,43,July,Friday
928,Genderqueer,56,Elijahburgh,Queensland,760,14658,2021-07-09,2021-07-11,99,1,99,Trousers,High-Waisted,L,violet,98,68,July,Friday
929,Bigender,71,Josephland,South Australia,159,12449,2021-09-05,2021-09-13,92,2,184,Shirt,Denim,L,yellow,115,75,September,Sunday
930,Bigender,71,Josephland,South Australia,159,12449,2021-09-05,2021-09-13,91,2,182,Shirt,Linen,M,violet,116,44,September,Sunday
931,Bigender,71,Josephland,South Australia,159,12449,2021-09-05,2021-09-13,98,2,196,Shirt,Camp Collared,XL,violet,112,40,September,Sunday
932,Bigender,71,Josephland,South Australia,159,12449,2021-09-05,2021-09-13,119,3,357,Shirt,Casual Slim Fit,XS,indigo,113,57,September,Sunday
933,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,91,1,91,Jacket,Pullover,M,red,114,55,June,Wednesday
934,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,109,3,327,Jacket,Peacoat,S,blue,102,50,June,Wednesday
935,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,91,1,91,Shirt,Linen,XL,green,116,51,June,Wednesday
936,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,93,3,279,Jacket,Coach,L,violet,115,80,June,Wednesday
937,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,109,3,327,Jacket,Peacoat,XS,orange,102,78,June,Wednesday
938,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,98,2,196,Jacket,Leather,XL,blue,113,67,June,Wednesday
939,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,96,2,192,Shirt,Oxford Cloth,XL,orange,114,43,June,Wednesday
940,Female,29,Bayermouth,South Australia,103,49852,2021-06-16,2021-06-24,118,3,354,Shirt,Flannel,L,orange,96,59,June,Wednesday
941,Female,29,Bayermouth,South Australia,347,18829,2021-05-29,2021-06-14,97,2,194,Trousers,Slim-Fit,L,orange,119,66,May,Saturday
942,Female,29,Bayermouth,South Australia,347,18829,2021-05-29,2021-06-14,118,1,118,Jacket,Puffer,XL,violet,110,40,May,Saturday
943,Female,29,Bayermouth,South Australia,347,18829,2021-05-29,2021-06-14,97,1,97,Trousers,Slim-Fit,M,yellow,119,55,May,Saturday
944,Female,29,Bayermouth,South Australia,347,18829,2021-05-29,2021-06-14,93,3,279,Jacket,Coach,XL,yellow,115,68,May,Saturday
945,Female,29,Bayermouth,South Australia,955,30609,2021-01-20,2021-02-05,92,1,92,Shirt,Denim,S,indigo,115,69,January,Wednesday
946,Female,29,Bayermouth,South Australia,955,30609,2021-01-20,2021-02-05,119,1,119,Shirt,Casual Slim Fit,L,orange,113,76,January,Wednesday
947,Female,29,Bayermouth,South Australia,955,30609,2021-01-20,2021-02-05,97,1,97,Trousers,Slim-Fit,S,blue,119,49,January,Wednesday
948,Female,29,Bayermouth,South Australia,955,30609,2021-01-20,2021-02-05,112,3,336,Trousers,Tracksuit Bottoms,XL,red,91,45,January,Wednesday
949,Female,29,Bayermouth,South Australia,955,30609,2021-01-20,2021-02-05,96,3,288,Trousers,Drawstring,L,indigo,104,77,January,Wednesday
950,Non-binary,52,Codyfort,New South Wales,739,32122,2021-09-14,2021-09-23,93,2,186,Jacket,Coach,XS,green,115,78,September,Tuesday
951,Non-binary,52,Codyfort,New South Wales,739,32122,2021-09-14,2021-09-23,104,2,208,Shirt,Dress,M,yellow,119,61,September,Tuesday
952,Non-binary,52,Codyfort,New South Wales,739,32122,2021-09-14,2021-09-23,98,3,294,Jacket,Leather,XL,yellow,113,67,September,Tuesday
953,Polygender,79,Port Logan,Western Australia,414,57052,2021-01-02,2021-01-03,106,3,318,Shirt,Chambray,L,blue,105,69,January,Saturday
954,Polygender,79,Port Logan,Western Australia,414,57052,2021-01-02,2021-01-03,96,1,96,Trousers,Drawstring,M,blue,104,41,January,Saturday
955,Polygender,79,Port Logan,Western Australia,414,57052,2021-01-02,2021-01-03,112,1,112,Jacket,Cardigan,XS,violet,118,40,January,Saturday
956,Female,55,Justinport,Queensland,731,44433,2021-06-21,2021-07-02,113,1,113,Jacket,Parka,S,violet,119,67,June,Monday
957,Female,55,Justinport,Queensland,731,44433,2021-06-21,2021-07-02,98,3,294,Shirt,Camp Collared,S,red,112,67,June,Monday
958,Female,55,Justinport,Queensland,731,44433,2021-06-21,2021-07-02,107,2,214,Jacket,Denim,S,yellow,92,43,June,Monday
959,Non-binary,78,Lake Lucas,Queensland,576,12261,2021-04-26,2021-05-05,93,1,93,Trousers,Joggers,L,blue,94,75,April,Monday
960,Non-binary,78,Lake Lucas,Queensland,576,12261,2021-04-26,2021-05-05,112,3,336,Jacket,Cardigan,XS,yellow,118,46,April,Monday
961,Non-binary,78,Lake Lucas,Queensland,576,12261,2021-04-26,2021-05-05,97,2,194,Trousers,Slim-Fit,L,blue,119,49,April,Monday
962,Non-binary,78,Lake Lucas,Queensland,576,12261,2021-04-26,2021-05-05,109,3,327,Jacket,Peacoat,L,yellow,102,63,April,Monday
963,Non-binary,78,Lake Lucas,Queensland,576,12261,2021-04-26,2021-05-05,119,1,119,Shirt,Casual Slim Fit,XS,yellow,113,63,April,Monday
964,Male,44,Connellyport,Tasmania,808,50929,2021-10-13,2021-10-30,105,2,210,Shirt,Cuban Collar,XL,indigo,93,53,October,Wednesday
965,Male,44,Connellyport,Tasmania,808,50929,2021-10-13,2021-10-30,105,1,105,Trousers,Pleated,XS,orange,90,74,October,Wednesday
966,Male,44,Connellyport,Tasmania,808,50929,2021-10-13,2021-10-30,94,3,282,Shirt,Henley,L,indigo,92,44,October,Wednesday
967,Male,44,Connellyport,Tasmania,808,50929,2021-10-13,2021-10-30,98,1,98,Jacket,Leather,S,indigo,113,40,October,Wednesday
968,Male,44,Connellyport,Tasmania,808,50929,2021-10-13,2021-10-30,113,2,226,Trousers,Chinos,XS,yellow,100,41,October,Wednesday
969,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,105,2,210,Shirt,Cuban Collar,L,yellow,93,77,January,Friday
970,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,90,1,90,Trousers,Relaxed Leg,L,blue,95,61,January,Friday
971,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,98,2,196,Shirt,Camp Collared,L,orange,112,63,January,Friday
972,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,118,2,236,Shirt,Flannel,XL,violet,96,43,January,Friday
973,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,98,1,98,Jacket,Leather,XS,green,113,57,January,Friday
974,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,117,1,117,Jacket,Shearling,S,green,95,66,January,Friday
975,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,97,1,97,Trousers,Slim-Fit,XS,yellow,119,59,January,Friday
976,Polygender,43,East Gabriel,Australian Capital Territory,974,17928,2021-01-22,2021-02-18,119,2,238,Jacket,Trench Coat,XL,green,112,53,January,Friday
977,Non-binary,51,Lake Owen,South Australia,512,21235,2021-10-13,2021-11-05,117,3,351,Jacket,Shearling,L,yellow,95,58,October,Wednesday
978,Non-binary,51,Lake Owen,South Australia,512,21235,2021-10-13,2021-11-05,100,2,200,Jacket,Bomber,XL,indigo,90,50,October,Wednesday
979,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,100,3,300,Jacket,Bomber,XL,yellow,90,50,January,Tuesday
980,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,119,1,119,Shirt,Casual Slim Fit,L,indigo,113,60,January,Tuesday
981,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,99,2,198,Trousers,High-Waisted,S,red,98,80,January,Tuesday
982,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,113,3,339,Jacket,Parka,L,green,119,55,January,Tuesday
983,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,119,3,357,Jacket,Trench Coat,S,orange,112,41,January,Tuesday
984,Genderfluid,78,Hansenberg,New South Wales,172,47514,2021-01-05,2021-01-27,112,3,336,Trousers,Tracksuit Bottoms,XS,blue,91,42,January,Tuesday
985,Genderfluid,75,Muellerfurt,Queensland,619,58688,2021-02-25,2021-03-04,92,1,92,Shirt,Denim,XS,indigo,115,79,February,Thursday
986,Genderfluid,75,Muellerfurt,Queensland,619,58688,2021-02-25,2021-03-04,95,3,285,Shirt,Polo,S,orange,117,78,February,Thursday
987,Genderfluid,75,Muellerfurt,Queensland,619,58688,2021-02-25,2021-03-04,96,1,96,Trousers,Drawstring,M,yellow,104,55,February,Thursday
988,Genderfluid,75,Muellerfurt,Queensland,715,51678,2021-10-19,2021-11-12,112,1,112,Jacket,Cardigan,L,red,118,41,October,Tuesday
989,Genderfluid,75,Muellerfurt,Queensland,715,51678,2021-10-19,2021-11-12,117,3,351,Jacket,Shearling,S,indigo,95,45,October,Tuesday
990,Genderfluid,75,Muellerfurt,Queensland,715,51678,2021-10-19,2021-11-12,105,3,315,Trousers,Pleated,XL,blue,90,55,October,Tuesday
991,Genderfluid,75,Muellerfurt,Queensland,715,51678,2021-10-19,2021-11-12,100,3,300,Jacket,Bomber,L,blue,90,64,October,Tuesday
992,Genderfluid,75,Muellerfurt,Queensland,715,51678,2021-10-19,2021-11-12,112,3,336,Jacket,Cardigan,M,yellow,118,64,October,Tuesday
993,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,106,2,212,Trousers,Wool,XS,blue,111,58,August,Friday
994,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,109,1,109,Shirt,Mandarin Collar,XL,yellow,108,43,August,Friday
995,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,105,3,315,Trousers,Pleated,M,orange,90,57,August,Friday
996,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,119,2,238,Shirt,Casual Slim Fit,XS,yellow,113,63,August,Friday
997,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,90,3,270,Trousers,Relaxed Leg,L,blue,95,61,August,Friday
998,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,109,3,327,Shirt,Mandarin Collar,XL,blue,108,71,August,Friday
999,Non-binary,26,South Holly,Tasmania,481,17525,2021-08-20,2021-09-12,98,3,294,Shirt,Camp Collared,S,indigo,112,50,August,Friday
1000,Female,40,Towneport,Northern Territory,236,49109,2021-07-15,2021-08-08,96,2,192,Shirt,Oxford Cloth,M,green,114,60,July,Thursday
1001,Female,40,Towneport,Northern Territory,236,49109,2021-07-15,2021-08-08,100,1,100,Jacket,Bomber,S,orange,90,49,July,Thursday
1002,Female,40,Towneport,Northern Territory,236,49109,2021-07-15,2021-08-08,113,1,113,Trousers,Chinos,XL,red,100,71,July,Thursday
